Name,Ratio to median remuneration,% increase in remuneration in the financial year
Non-executive directors,N Chandrasekaran@,"-,-"
Aman Mehta*,^,"^,^"
Dr Ron Sommer*,^,"^,^"
O P Bhatt**,32.09,"(6.98)#,^"
Aarthi Subramanian@@,-,"-,-"
Dr Pradeep Kumar Khosla,22.46,"(6.67)#,^^"
Hanne Sorensen,22.46,"^^,^^"
Keki Mistry,22.46,"^^,^^"
Don Callahan,22.46,"^^,^^"
Executive directors,Rajesh Gopinathan,"214.65,(16.53)#,^"
N Ganapathy Subramaniam,162.31,"(12.87)#,^"
Chief Financial Officer,Ramakrishnan V,"-,(3.54)#,^"
Company Secretary,Rajendra Moholkar,"-,(0.12)#,^"
