,(crore) As at Asat,(crore) As at Asat,(crore) As at Asat
,"March 31, 2020","March 31, 2019","March 31, 2019"
Capital reserve,75,75,75
Capital redemption reserve,431,529,529
(i) Opening balance,,,
(ii) Transfer from retained earnings*,■,8,8
(i) Issue of bonus shares*,431,(106) 431,(106) 431
General reserve,,,
(i) Opening balance,,"27 1,423","27 1,423"
(ii) Transfer to retained earnings,■,"(1,396)","(1,396)"
,27,27,27
Special Economic Zone re-investment reserve,,,
(i) Opening balance,994,"1,578","1,578"
(ii) Transfer from retained earnings,"2,947","2,750","2,750"
(i) Transfer to retained earnings,"(2,347)","(3,334)","(3,334)"
,"1,594",994,994
Retained earnings,,,
(i) Opening balance,"85,520","79,755","79,755"
(ii) Transition impact of Ind AS 116,(357),-,-
(Refer note 9),,,
(ii) Profit for the year,"32,340","31,472","31,472"
(iv) Remeasurement of defined employee,(339),(41),(41)
benefit plans,,,
,,(crore),(crore)
,,"Asat March 31, 2020","Asat March 31, 2019"
(v),Utilised for buy-back of equity shares*,Utilised for buy-back of equity shares*,"= (15,992)"
(vi),Expense relating to buy-back of equity shares*,,(45)
(vii) (vi),Issue of bonus shares*,,(86) (1)
,Realised loss on equity shares carried at fair value through OCl,,
(ix),Transfer from Special Economic Zone re-investment reserve,"2,347","3,334"
(x),Transfer from general reserve*,=,"1,396"
(xi),Purchase of non-controlling interests,"(93) 119,418","- 99,792"
(xii),Less: Appropriations,"31,896",
(xii),(a),Dividend on equity shares,"10,085"
(xii),(b) Tax on dividend,"5,738","1,339"
(xii),(c） Transfer to capital redemption reserve*,,8
(xii),(d) Transfer to Special Economic,"2,947","2,750"
(e),Zone re-investment reserve Transfer to statutory reserve,27,90
(e),,"78,810","85,520"
Statutory reserve,,,
(i),Opening balance,348,258
(ii),Transfer from retained earnings,27,90
,,375,348
