Digital Twin,"A digital replica of a physical entity.For instance,a digitaltwin of a factory isa virtual model of the factory built usingits data, process,people information.Impact of any changein a process in the real factory can be studied by simulatingthe change in the digital twin."
Discretionary Spend,"Also known as Change the Business (CTB) spend, it is thatportion of the IT budget which is used to fund projectsthat are not, strictly speaking,essential for day to dayoperations,but are more transformational in nature. Inuncertain economic times,when businesses are forced tocut spends in response to decline in income, discretionaryspend is often the first to be scrutinized. However,whatisconsidered discretionary issubjectiveand may differconsiderably amongst businesses even within the samesector."
Dividend,One form of distribution of profits earned by the Companyand is usually declared as an amount per equity share heldby the Shareholders. TCS hasa policy of declaring quarterlyinterim dividendsand the final dividend isapproved by theshareholders in the Annual General Meeting.
Earnings Per Share,"The amount of that period's Net Income attributable to asingle share after deductingany preference dividend andrelated taxes.EPS =[Net profit attributable to Shareholders of theCompany- Preference dividend,if any]/Weighted averagenumber of equity shares outstanding during the period"
Edge Computing,"Computing and storage that is located on servers on theedge of the network, in close proximity to the users, butnot through an on-premise data center; usually reserved forlow latency use cases."
Effective Tax Rate,The proportion of the Profit Before Tax that is providedtowards income taxes.ETR = Tax expense / Profit Before Tax
Engineering and IndustrialServices,"Consists of next generation product engineering,manufacturing operations transformation, servicestransformation, embedded software and Internet of Things."
Enterprise Agile,"The adoption of Agile methods across all the businessfunctions of the enterprise,designed to empoweremployees, foster collaboration and drive a culture ofcontinuous innovation at scale."
EPS,See Earnings Per Share
ETR,See Effective Tax rate
Fair Value,The price that would be received to sell an asset or paid totransfera liability inan orderly transaction between market participants at the measurement date.
Fintech,"Businesses that use technology to make financial servicesmore efficient.Some fintech developments have improvedtraditional services,for example mobile banking apps,whileothers have revolutionized services such as pay per mile carinsurance,or created new products, such as Bitcoin."
