,"Year ended March 31, 2020","Year ended March 31,2019"
,"3,562","2,762"
Interest income Dividend income,10,18
Net gain on investments carried at fair value,200,427
through profit or loss,,
Net gain on sale of investments other than equity shares carried at fair value through OCl,14,
"Net gain/(loss) on disposal of property,",(crore),(crore)
"Net gain/(loss) on disposal of property,","Year ended March 31, 2020","Yearended March 31, 2019"
"Net gain/(loss) on disposal of property,",46,84
plant and equipment Net foreign exchange gain/(loss),727,967
Rent income,1,6
Other income,32,47
,"4,592","4,311"
Interest income comprise:,,
Interest on bank balances and bank deposits Interest on financial assets carried at,519,188
amortised cost,613,576
Interest on financial assets carried at fair,"1,878","1,838"
value through OCl Other interest (including interest on tax,,
refunds),552,160
Dividend income comprises: Dividend from mutual fund units and other,10,18
