Artificial Intelligence,"Technology that emulates human performance bylearning,coming to its own conclusions,understandingcomplex content, engaging in natural dialogs with people,augmenting human effort or replacing people on executionof non-routine tasks. Also known as Cognitive Computing."
ASEAN,Acronym for Association of Southeast Asian Nations
Assets Under Custody,"A measure of the total assets for which a financialinstitution, typicallyacustodianbank,providescustodianservices."
AUC,See Assets Under Custody
Attrition,Measures what portion of the workforce left theorganization (voluntarily and involuntarily) over the last 12months (LTM).Attrition (LTM) = Total number of departures in the LTM /closing headcount
Augmented Reality,Technology that superimposesa computer-generated image on a user's view of the real world to enrich theinteraction.
Automation,The execution of work by machines in accordance withrules that have either been explicitly coded bya human or‘learned'by the machine through pattern recognition ofdata. Popular types include Robotic Process Automationand Cognitive Automation.
Basis Point,"One hundredth of a percentage point, that is, O.O1 percent."
BFSI,"Acronym for Banking, Financial Servicesand Insurance"
Big Data,"A high volume, high velocity,and/or high varietyinformation asset that require new forms of processing toenable enhanced decision making,insight discovery,andprocess optimization."
Blockchain,"A distributed database that maintains a continuouslygrowing list of records,called blocks,secured fromtampering and revision."
Bp,See Basis Point
BPaaS,See Business Processasa Service
BPS,See Business Process Services
Business 4.0,"TCS'thought leadership framework that helps enterprisesleverage technology to further their growth andtransformation agenda. Successful Business 4.O enterprisesuse technology to deliver mass personalization, leverageecosystems,embrace riskand create exponential value.Such enterprisesare agile, intelligent,automated and onthe cloud."
Business Process as aService,"Refers to the delivery of BPS over a cloud computingmodel. Whereas traditional BPS relies on labor arbitrage toreduce costs, BPaaS aggregates demand using the cloud,servicing multiple customers with a single instance, multi-tenant platform and shared services,thereby deliveringsignificant operating efficiencies. The pricing model isusually outcome based."
