Internet of Things,"Anetwork of interconnected machines or devicesembedded with sensors,software, network connectivity,and necessary electronics to generate and share run-timedata that can be studied and used to monitor or controlremotely,predict failure,and optimize the design of thosemachines/devices."
Invested Funds,Funds that are highly liquid in nature and can be readilyconverted into cash.Invested funds = Cash and Cash Equivalents + Investments+ Deposits with banks + Inter-corporate deposits
Intellectual Property,"An asset that is the result of a creative design or idea, suchas patents,copyrights, reusable code,software productsand platforms,and gives the owner exclusive rights overits usage,such that no one can copy or reuse the creationwithout the owner's permission."
Interactive Technology,Allows for a two-way flow of information through aninterface between the user and the technology; the userusually communicatesa request for data or action to thetechnology with the technology returning the requesteddata or result of the action back to the user.
Involuntary Attrition,"A reduction in the workforce due to the employer's decisionto terminate employment, instead of the employees'decision to leave."
loT,See Internet of Things
IP,See Intellectual Property
KMP,See Key Managerial Personnel
Key Managerial Personnel,"At TCS,this refers to the Chief Executive Officer, ManagingDirector, Chief Operating Officer, Chief Financial Officer,and the Company Secretary. Please refer to the Company's policy on KMP: http://www.tcs.com/ir-corporategovernance"
LatAm,Acronym for Latin America
Location IndependentAgile,"A method to orchestrate globally distributed stakeholdersand talent into Agile teams for improved speed to marketin large transformational programs. It comprises processes,structure,and the technology that allows enterprises toovercome location constraints and embrace Agile methods on a global scale."
"Machine FirstT"" DeliveryModel","A model that integrates analytics,Al and automationdeep within the enterprise to redefine how humans andmachineswork togetherand to effectivelydeliver superioroutcomes."
Machine Learning,Atype of artificial intelligence that provides computerswith the ability to learn behaviors without being explicitlyprogrammed.
Managed Services,"This is the practice of outsourcing to one service provider,also knownsas the Managed Services Provider (MSP), theend-to-end responsibility for providing,or orchestrating theprovision through third party providersof,servicesarounda range of processesand functions,in order to improveefficiency,service quality,agility and scalability."
Managed ServicesProvider,"Service providers with the sole,end-to-end responsibility of providing Managed Services."
