Name,Ratio to medianremuneration,%increase in remuneration in thefinancial year
Non-executive directors,,
N Chandrasekaran@,,
Aman Mehta*,A,A
Dr Ron Sommer*,A,A
OP Bhatt**,32.09,(6.98)
Aarthi Subramanian@@,-,
Dr Pradeep Kumar Khosla,22.46,(6.67)#
Hanne Sorensen,22.46,A
Keki Mistry,22.46,3
Don Callahan,22.46,A
Executive directors,,
Rajesh Gopinathan,214.65,(16.53)#
N Ganapathy Subramaniam,162.31,(12.87)
Chief Financial Officer,,
Ramakrishnan V,=,(3.54)#
Company Secretary,Company Secretary,Company Secretary
Rajendra Moholkar,,(0.12)#
