"Taxes, income and other",Deferred revenue,Sales and product allowances,Operating lease liabilities,Cross-currency swap derivative liabilities,Other
2020 Current,2020 Noncurrent,2019 Current,2019 Noncurrent,,
Compensation and benefits,"$1,393",$178,"$931,$223",,
Pension and postretirement benefits,69,"1,502","151,898",,
"Taxes, income and other",552,"4,951","356,3,309",,
Before deduction,"$1,962","$5,629","$1,282,$4,421",,
552,"1,212",200,189,622,"1,105"
"4,951",205,2,785,—,166
356,688,115,158,112,694
"3,309",118,2,639,—,162
Cross-currency swap derivative liabilities\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t,,,,,
