Tresiba®,2029,2024,2027,2028
Key marketed products in main markets (active ingredients)\tUS\tChina\tJapan\tGermany,,,,
Human insulin\tExpired\tExpired\tExpired\tExpired,,,,
NovoRapid® (NovoLog®)\tExpired\tExpired\tExpired\tExpired,,,,
NovoMix® 30 (NovoLog® Mix 70/30)\tExpired\tExpired\tExpired\tExpired,,,,
NovoNorm® (Prandin®)\tExpired\tExpired\tExpired\tExpired,,,,
Levemir®\tExpired\tExpired\tExpired\tExpired,,,,
Victoza®\t2023\tExpired\t2022\t2023,,,,
Tresiba®\t2029\t2024\t2027\t2028,,,,
Ryzodeg®\t2029\t2024\t2024²\t2028,,,,
Xultophy®\t2029\t2024\t2024²\t2028,,,,
Ryzodeg®,2029,2024,2024,2028
Xultophy®,2029,2024,2024,2028
Fiasp®,(2030),(2030),(2030),(2030)
Ozempic®,2032,2026,2031,2031
Rybelsus®,2032,2026,2031,2031
Obesity:,,,,
Saxenda®,2023,Expired,Expired,2023
Biopharm:,,,,
Norditropin® (Norditropin® SimpleXx®),Expired,Expired,Expired,Expired
Biopharm\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t,,,,
Vagifem* 10 mcg	20225,6	N/A	20215	N/A,,,
