DKK million    Patents and licences    Software and other intangibles    Total intangible assets    Land and buildings    Plant and machinery    Other equipment    Assets under construction    Property, plant and equipment
2020    Cost at the beginning of the year    7,"270    2,560    9,830    30,260    27,594    6,215    20,351    84,420"
2020    Additions during the year    15,"906    396    16,302    741    506    490    4,560    6,297"
2020    Disposals during the year    (698)    —    (698)    (119)    (583)    (122)    (16)    (840),
2020    Transfer and reclassifications    —    —    —    7,"440    4,586    515    (12,541)    —"
2020    Effect of exchange rate adjustment    (74)    (20)    (94)    (813)    (600)    (222)    (1,"556)    (3,191)"
2020    Cost at the end of the year    22,"404    2,936    25,340    37,509    31,503    6,876    10,798    86,686"
2020    Amortisation/depreciation and impairment losses at the beginning of the year    2,"643    1,352    3,995    11,528    18,888    3,453    —    33,869"
2020    Amortisation/depreciation for the year    889    207    1,"096    1,859    1,500    821    —    4,180"
2020    Impairment losses for the year    350    —    350    14    69    28    16    127,
2020    Amortisation/depreciation and impairment losses reversed on disposals during the year    (698)    —    (698)    (119)    (581)    (115)    (16)    (831),
2020    Effect of exchange rate adjustment    (49)    (11)    (60)    (346)    (432)    (150)    —    (928),
2020    Amortisation/depreciation and impairment losses at the end of the year    3,"135    1,548    4,683    12,936    19,444    4,037    —    36,417"
2020    Carrying amount at the end of the year    19,"269    1,388    20,657    24,573    12,059    2,839    10,798    50,269"
2019,
Effect of exchange rate adjustment    (19)    (11)    (30)    (310)    (152)    (150)    (528),
Amortisation/depreciation and impairment losses at the end of the year    3,"135    1,548    4,683    12,936    19,444    4,037    36,417"
Carrying amount at the end of the year    19,"269    1,388    20,657    24,573    12,059    2,839    10,798    50,269"
Cost at the beginning of the year    5,"247    2,412    7,659    25,401    25,412    4,779    16,846    72,438"
Change in accounting policy,"leases    —    —    —    3,291    —    487    —    3,778"
Additions during the year    1,"958    221    2,179    555    350    498    7,580    8,983"
Disposals during the year    —    (79)    (79)    (407)    (504)    (244)    (74)    (1,229)
Transfer and reclassifications    —    —    —    1,"277    2,248    665    (4,190)    —"
Effect of exchange rate adjustment    65    6    71    143    88    30    189    450,
Cost at the end of the year    7,"270    2,560    9,830    30,260    27,594    6,215    20,351    84,420"
Amortisation/depreciation and impairment losses at the beginning of the year    1,"390    1,124    2,514    9,770    17,871    2,906    —    30,547"
Amortisation/depreciation for the year    312    175    487    1,"818    1,410    743    —    3,971"
Impairment losses for the year    914    68    982    57    70    20    74    221,
Amortisation/depreciation and impairment losses reversed on disposals during the year    —    (18)    (18)    (160)    (504)    (229)    (74)    (967),
Effect of exchange rate adjustment    27    3    30    43    41    13    —    97,
Amortisation and impairment losses at the end of the year    2,"643    1,352    3,995    11,528    18,888    3,453    —    33,869"
Carrying amount at the end of the year    4,"627    1,208    5,835    18,732    8,706    2,762    20,351    50,551"
