,,,,,Non- reportable,Non- reportable,Elimination of intersegment,Elimination of intersegment
,Activision,,Blizzard,King,segments,,revenues (3),Total
Net revenues by platform:,,,,,,,,$
Console,,"1,783 $",137$,,$,$,,"1,920"
PC,,298,"1,346",117,,,(43),"1,718"
Mobile and ancillary (1),,103,188,"1,912",,,,"2,203"
Other (2),,3,181,,,464,,648
Total consolidated net revenues,,"2,187 $","1,852","2,029",$,464$,,"(43) $ 6,489"
Change in deferred revenues:,,,,,,,,
Console,,,,,1 $,,,$
PC,,(36)$ 57,(18)$,,,,,(54)
Mobile and ancillary (1),,,(110),,,,,(53)
Other (2),11,,(5),2,,,,8
Total change in deferred revenues,,,,,,(2),,(2)
,,32s,(133)$,,2s,(2s,,$ (101)
Segment net revenues:,,,,,,,,
Console,,"1,747 $",119,,$,,,"$ 1,866"
PC,,355,"1,236",117,,,(43),"1,665"
Mobile and ancillary (1),,114,183,"1,914",,,,"2,211"
Other (2),,3,181,,,462,,646
Total segment net revenues,,"2,219 $","1,719 1","2,031",$,462,(43) $,"6,388"
