By:,/s/ROBERT A.KOTICK,"Director, Chief Executive Officer (Principal Executive Officer)","February 27,2020"
By:,(Robert A. Kotick) /s/DENNIS DURKIN,"Chief Financial Officer (Principal Financial OfficerFebruary 27,2020",
By:,,"Chief Financial Officer (Principal Financial OfficerFebruary 27,2020",
By:,(Dennis Durkin) /s/REVETA BOWERS,and Principal Accounting Officer) -Director,"February 27,2020"
By:,,and Principal Accounting Officer) -Director,"February 27,2020"
By:,(Reveta Bowers),,"February 27,2020"
By:,/s/ROBERT J.CORTI,,"February 27,2020"
By:,(Robert J. Corti),Director,"February 27,2020"
By:,/s/HENDRIK J. HARTONG III,Director,"February 27,2020"
By:,,Director,
By:,(Hendrik J. Hartong II),Director,
,/s/BRIAN G.KELLY,-Chairman of the Board and Director,"February 27,2020"
,(Brian G. Kelly),-Chairman of the Board and Director,"February 27,2020"
By:,/s/BARRYMEYER,-Director,"February 27,2020"
By:,(Barry Meyer),-Director,"February 27,2020"
By:,/s/ROBERT J.MORGADO,-Director,"February 27, 2020"
By:,(Robert J. Morgado),-Director,"February 27, 2020"
By:,/s/PETER NOLAN,-Director,"February 27,2020"
By:,(Peter Nolan),-Director,"February 27,2020"
By:,/s/ CASEY WASSERMAN,-Director,"February 27,2020"
By:,(Casey Wasserman),-Director,"February 27,2020"
By:,/s/ELAINE P.WYNN,,"February 27,2020"
By:,,,"February 27,2020"
,,-Director,
